date,open,high,low,close,volume,barCount,average
20210415  10:00:00,168.11,168.11,167.88,167.88,3,3,167.963
20210415  10:15:00,166.08,166.08,165.0,165.0,7,5,165.441
20210415  10:30:00,164.99,164.99,164.95,164.95,3,3,164.977
20210415  10:45:00,164.95,164.95,164.95,164.95,0,0,164.95
20210415  11:00:00,165.13,165.13,165.13,165.13,1,1,165.13
20210415  11:15:00,165.5,165.5,165.5,165.5,3,2,165.5
20210415  11:30:00,165.5,165.5,165.5,165.5,0,0,165.5
20210415  11:45:00,165.54,165.54,165.54,165.54,1,1,165.54
20210415  12:00:00,165.6,165.7,165.24,165.24,13,7,165.583
20210415  12:15:00,165.24,165.24,165.24,165.24,0,0,165.24
20210415  12:30:00,165.24,165.24,165.24,165.24,0,0,165.24
20210415  12:45:00,165.6,165.6,165.23,165.23,6,3,165.334
20210415  13:00:00,165.5,165.5,164.0,164.0,18,9,164.42
20210415  13:15:00,163.21,163.7,161.5,163.7,48,19,163.002
20210415  13:30:00,163.4,163.5,163.4,163.41,8,7,163.467
20210415  13:45:00,163.55,163.75,163.55,163.75,3,2,163.65
20210415  14:00:00,164.34,165.0,161.29,165.0,57,30,163.796
20210415  14:15:00,164.08,164.79,164.06,164.5,22,13,164.544
20210415  14:30:00,164.6,164.9,164.2,164.2,6,4,164.578
20210415  14:45:00,164.5,165.0,164.1,164.5,25,9,164.373
20210415  15:00:00,164.53,166.5,164.5,166.0,99,39,165.278
20210415  15:15:00,165.85,166.49,162.59,162.59,139,58,165.342
20210415  15:30:00,163.0,163.49,157.17,158.9,4980,2315,160.563
20210415  15:45:00,158.98,166.26,158.66,159.56,5252,2718,162.185
20210415  16:00:00,159.5,160.98,155.1,155.92,2823,1576,158.192
20210415  16:15:00,155.65,156.72,152.8,153.83,3731,2169,154.501
20210415  16:30:00,153.86,155.5,153.45,155.22,1601,911,154.583
20210415  16:45:00,155.21,157.5,154.82,156.67,2225,1062,156.241
20210415  17:00:00,156.76,156.77,154.27,154.83,1199,617,155.189
20210415  17:15:00,154.94,155.19,153.84,154.07,1829,588,154.246
20210415  17:30:00,154.19,156.44,154.18,155.47,1011,603,155.464
20210415  17:45:00,155.48,157.05,155.45,155.91,969,503,156.308
20210415  18:00:00,155.82,155.97,154.57,155.17,580,307,155.163
20210415  18:15:00,155.19,155.95,153.5,154.18,925,396,154.424
20210415  18:30:00,154.27,154.9,152.84,154.0,786,442,153.875
20210415  18:45:00,154.03,155.27,153.1,154.82,1223,580,154.233
20210415  19:00:00,154.8,159.9,154.0,158.33,2798,1225,157.667
20210415  19:15:00,158.17,159.97,157.02,157.07,1443,739,158.432
20210415  19:30:00,157.29,159.83,156.72,159.42,1215,492,158.65
20210415  19:45:00,159.58,159.75,157.78,159.6,719,296,158.909
20210415  20:00:00,159.56,165.6,159.38,161.81,5821,2697,162.946
20210415  20:15:00,162.01,163.75,161.56,162.1,1523,780,162.757
20210415  20:30:00,162.13,162.47,160.88,162.35,842,458,161.629
20210415  20:45:00,162.1,162.46,160.62,161.2,656,362,161.566
20210415  21:00:00,161.2,163.2,159.4,159.61,1321,695,161.412
20210415  21:15:00,159.77,160.13,157.5,158.05,1292,781,158.967
20210415  21:30:00,158.0,158.88,155.12,157.13,1318,690,156.996
20210415  21:45:00,157.07,157.15,154.86,156.32,2304,1193,155.851
20210415  22:00:00,156.44,156.65,155.0,155.5,632,27,156.387
20210415  22:15:00,155.1,156.0,154.5,155.46,57,37,154.976
20210415  22:30:00,155.38,155.85,154.5,155.85,43,23,154.869
20210415  22:45:00,155.3,155.36,154.5,154.5,12,8,155.18
20210415  23:00:00,154.75,155.36,154.3,155.36,78,21,154.719
20210415  23:15:00,155.3,156.0,155.0,155.01,66,15,155.332
20210415  23:30:00,155.5,155.5,155.5,155.5,9,1,155.5
20210415  23:45:00,155.5,155.5,155.5,155.5,0,0,155.5
