date,open,high,low,close,volume,barCount,average
20210428  10:00:00,174.43,174.43,174.43,174.43,1,1,174.43
20210428  10:15:00,174.43,174.43,174.43,174.43,0,0,174.43
20210428  10:30:00,172.95,172.95,172.95,172.95,1,1,172.95
20210428  10:45:00,174.0,174.0,174.0,174.0,2,2,174.0
20210428  11:00:00,174.0,174.0,174.0,174.0,0,0,174.0
20210428  11:15:00,174.0,174.0,174.0,174.0,0,0,174.0
20210428  11:30:00,174.0,174.0,174.0,174.0,0,0,174.0
20210428  11:45:00,174.99,174.99,174.99,174.99,1,1,174.99
20210428  12:00:00,174.27,174.27,174.27,174.27,1,1,174.27
20210428  12:15:00,174.27,174.27,174.27,174.27,0,0,174.27
20210428  12:30:00,174.27,174.27,174.27,174.27,0,0,174.27
20210428  12:45:00,174.27,174.27,174.27,174.27,0,0,174.27
20210428  13:00:00,174.01,175.7,174.01,175.5,4,4,175.147
20210428  13:15:00,175.41,175.5,175.41,175.5,6,2,175.428
20210428  13:30:00,175.7,175.7,175.0,175.41,6,5,175.418
20210428  13:45:00,174.7,175.0,174.7,175.0,4,3,174.853
20210428  14:00:00,174.39,175.78,174.36,174.54,26,13,174.808
20210428  14:15:00,174.54,175.5,174.54,175.45,37,14,175.004
20210428  14:30:00,175.0,175.0,174.05,174.59,96,15,174.942
20210428  14:45:00,174.52,175.0,174.45,175.0,48,17,174.591
20210428  15:00:00,174.95,174.99,174.05,174.5,56,29,174.288
20210428  15:15:00,174.2,174.5,172.19,172.61,103,53,173.161
20210428  15:30:00,172.1,174.04,168.61,170.19,4318,2026,171.2
20210428  15:45:00,170.3,170.47,167.8,168.82,2386,1156,168.851
20210428  16:00:00,168.65,168.94,166.02,167.52,2598,1221,167.359
20210428  16:15:00,167.47,168.92,166.68,168.0,1420,808,167.861
20210428  16:30:00,167.98,169.69,167.6,169.4,963,497,168.474
20210428  16:45:00,169.45,171.05,168.88,169.6,1424,768,169.999
20210428  17:00:00,169.9,170.42,169.25,170.22,647,306,169.761
20210428  17:15:00,170.13,173.0,169.69,172.91,1613,727,171.477
20210428  17:30:00,172.9,173.88,171.62,173.86,1006,553,172.798
20210428  17:45:00,173.82,173.91,171.15,172.6,1278,550,172.27
20210428  18:00:00,172.33,175.49,171.76,174.7,1635,732,173.89
20210428  18:15:00,174.61,175.74,174.21,175.04,1001,501,174.977
20210428  18:30:00,175.25,178.11,174.85,177.41,2104,1011,176.937
20210428  18:45:00,177.24,178.77,176.69,177.55,1485,868,177.909
20210428  19:00:00,177.58,181.58,177.14,180.65,2477,986,180.03
20210428  19:15:00,180.79,180.84,178.56,178.77,1309,634,179.822
20210428  19:30:00,178.72,180.71,178.58,180.39,1077,429,179.807
20210428  19:45:00,180.4,180.52,178.27,178.78,848,507,179.308
20210428  20:00:00,178.77,179.53,177.57,178.89,631,405,178.577
20210428  20:15:00,179.28,180.35,178.97,179.58,959,478,179.81
20210428  20:30:00,179.4,181.98,179.0,180.7,1442,722,180.871
20210428  20:45:00,180.7,181.21,179.27,180.23,861,427,180.279
20210428  21:00:00,180.06,180.57,176.69,177.62,1519,769,178.205
20210428  21:15:00,177.96,177.96,176.5,177.3,625,418,177.244
20210428  21:30:00,177.07,180.2,176.93,180.03,1130,636,178.859
20210428  21:45:00,180.25,180.5,178.07,178.91,1796,1133,179.072
20210428  22:00:00,179.05,179.05,177.35,178.27,333,33,178.467
20210428  22:15:00,178.49,179.4,177.78,178.65,71,15,178.377
20210428  22:30:00,178.85,178.98,178.07,178.56,57,21,178.682
20210428  22:45:00,178.1,179.0,178.07,178.14,25,10,178.264
20210428  23:00:00,178.5,178.5,178.07,178.07,17,7,178.461
20210428  23:15:00,177.9,177.99,177.9,177.99,3,2,177.94
20210428  23:30:00,178.07,178.07,178.07,178.07,1,1,178.07
20210428  23:45:00,178.07,178.07,178.07,178.07,2,2,178.07
