date,open,high,low,close,volume,barCount,average
20210519  10:30:00,179.95,180.0,178.8,178.8,6,4,179.638
20210519  10:45:00,178.8,178.8,178.8,178.8,0,0,178.8
20210519  11:00:00,178.8,178.8,178.8,178.8,0,0,178.8
20210519  11:15:00,178.8,178.8,178.8,178.8,0,0,178.8
20210519  11:30:00,178.8,178.8,178.8,178.8,0,0,178.8
20210519  11:45:00,178.8,178.8,178.8,178.8,0,0,178.8
20210519  12:00:00,178.5,178.5,178.0,178.0,10,3,178.049
20210519  12:15:00,178.0,178.0,178.0,178.0,0,0,178.0
20210519  12:30:00,178.0,178.0,178.0,178.0,0,0,178.0
20210519  12:45:00,178.0,178.0,178.0,178.0,0,0,178.0
20210519  13:00:00,178.79,178.79,177.75,177.75,10,3,177.867
20210519  13:15:00,177.99,177.99,177.0,177.0,17,9,177.543
20210519  13:30:00,176.51,177.5,176.5,176.5,12,8,176.785
20210519  13:45:00,176.6,176.6,176.01,176.25,13,6,176.405
20210519  14:00:00,176.01,178.8,175.61,175.95,64,34,176.419
20210519  14:15:00,176.02,176.98,176.02,176.8,17,7,176.726
20210519  14:30:00,177.1,177.5,176.56,176.86,45,12,177.087
20210519  14:45:00,176.56,177.0,175.05,175.05,65,26,176.16
20210519  15:00:00,175.09,175.22,171.0,171.0,224,113,172.704
20210519  15:15:00,171.0,173.5,169.02,172.49,317,148,170.689
20210519  15:30:00,171.99,178.98,171.99,175.53,3596,1714,175.24
20210519  15:45:00,175.86,176.47,172.65,174.98,1465,858,174.723
20210519  16:00:00,174.75,175.46,169.82,172.52,1979,1056,172.265
20210519  16:15:00,172.58,173.5,171.43,172.02,880,524,172.324
20210519  16:30:00,171.79,171.9,166.66,169.63,2299,1320,168.852
20210519  16:45:00,169.49,171.25,168.51,170.21,1278,779,169.841
20210519  17:00:00,170.25,170.91,168.44,170.34,1008,631,169.744
20210519  17:15:00,170.21,171.78,169.61,170.28,957,599,170.773
20210519  17:30:00,170.19,170.94,169.16,170.15,1069,461,169.868
20210519  17:45:00,170.15,170.28,169.37,170.04,466,280,169.893
20210519  18:00:00,170.11,171.73,169.7,169.99,1434,933,170.592
20210519  18:15:00,170.01,171.0,168.87,169.11,808,457,169.788
20210519  18:30:00,169.05,169.76,168.07,168.96,645,400,168.937
20210519  18:45:00,169.07,169.71,168.7,169.02,219,150,169.162
20210519  19:00:00,169.2,170.0,169.04,169.62,251,153,169.553
20210519  19:15:00,169.63,169.67,167.67,168.03,493,294,168.575
20210519  19:30:00,168.0,168.51,167.12,167.22,649,351,167.711
20210519  19:45:00,167.14,168.24,167.01,167.41,298,205,167.537
20210519  20:00:00,167.39,167.75,165.31,166.02,704,483,166.162
20210519  20:15:00,165.8,166.8,164.15,166.44,1210,595,165.345
20210519  20:30:00,166.48,167.25,165.01,165.78,473,317,165.905
20210519  20:45:00,165.86,166.1,164.33,164.36,588,397,165.228
20210519  21:00:00,164.5,166.43,164.3,165.7,677,394,165.454
20210519  21:15:00,165.66,167.51,165.15,167.12,615,349,166.575
20210519  21:30:00,167.11,168.28,166.51,167.33,759,351,167.645
20210519  21:45:00,167.26,169.49,166.65,168.84,1576,901,168.452
20210519  22:00:00,168.83,169.44,167.67,167.77,305,22,168.759
20210519  22:15:00,168.0,168.48,168.0,168.4,13,7,168.346
20210519  22:30:00,168.45,168.49,167.8,167.8,20,6,168.019
20210519  22:45:00,168.01,168.27,168.01,168.27,2,2,168.125
20210519  23:00:00,168.27,168.27,167.53,167.53,9,4,167.895
20210519  23:15:00,168.26,168.5,168.26,168.5,3,3,168.34
20210519  23:30:00,167.53,168.4,167.5,168.4,21,4,168.135
20210519  23:45:00,168.4,168.4,168.4,168.4,0,0,168.4
