date,open,high,low,close,volume,barCount,average
20210315  09:00:00,270.0,274.8,268.0,271.0,87,38,271.45
20210315  09:15:00,270.0,272.0,269.53,272.0,59,25,270.877
20210315  09:30:00,271.99,272.44,270.9,271.2,27,14,271.814
20210315  09:45:00,271.1,271.1,270.8,270.8,6,2,270.878
20210315  10:00:00,271.0,281.0,270.89,281.0,73,29,276.231
20210315  10:15:00,281.0,284.0,276.6,282.0,199,67,281.438
20210315  10:30:00,280.0,280.0,278.0,279.0,28,21,278.651
20210315  10:45:00,276.74,280.16,275.5,277.01,75,23,279.303
20210315  11:00:00,277.98,278.98,277.98,278.5,5,5,278.457
20210315  11:15:00,278.0,279.5,278.0,279.5,6,5,278.677
20210315  11:30:00,279.0,279.0,279.0,279.0,1,1,279.0
20210315  11:45:00,279.32,280.98,279.32,280.98,16,8,280.508
20210315  12:00:00,278.7,282.0,277.21,277.75,267,111,280.055
20210315  12:15:00,277.93,280.0,277.93,279.0,136,39,279.328
20210315  12:30:00,278.36,279.27,278.18,279.0,23,13,278.913
20210315  12:45:00,279.0,279.0,278.0,278.04,44,27,278.75
20210315  13:00:00,280.0,281.99,274.37,276.05,454,232,277.561
20210315  13:15:00,276.59,277.75,275.2,275.2,94,39,276.377
20210315  13:30:00,275.1,276.9,273.44,276.5,196,105,275.076
20210315  13:45:00,276.49,276.5,275.52,275.7,74,44,275.967
20210315  14:00:00,275.6,279.45,275.6,278.83,332,154,277.623
20210315  14:15:00,278.73,279.23,276.26,277.0,410,154,278.272
20210315  14:30:00,277.52,283.0,268.54,273.03,9854,5271,277.103
20210315  14:45:00,273.48,279.4,269.6,277.11,5241,3261,273.905
20210315  15:00:00,277.15,277.87,271.62,273.19,2632,1680,274.491
20210315  15:15:00,273.0,277.75,270.42,277.15,3316,2055,273.885
20210315  15:30:00,277.5,278.62,273.13,274.74,2871,1830,275.489
20210315  15:45:00,274.51,275.99,265.5,270.54,6189,3516,269.845
20210315  16:00:00,270.52,272.08,255.32,257.0,6258,3428,264.325
20210315  16:15:00,257.02,258.48,223.0,250.15,19170,9430,245.343
20210315  16:30:00,250.77,261.79,245.01,255.52,9997,5264,252.799
20210315  16:45:00,255.67,258.6,249.2,251.01,4987,2606,253.326
20210315  17:00:00,251.38,254.27,246.5,248.08,4673,2339,250.168
20210315  17:15:00,247.78,248.05,236.12,243.26,7702,4362,242.484
20210315  17:30:00,243.71,246.78,238.62,246.0,4016,2244,242.734
20210315  17:45:00,245.79,247.22,243.0,244.86,2465,1286,244.971
20210315  18:00:00,244.9,254.5,244.9,253.61,4231,2293,250.366
20210315  18:15:00,253.96,254.5,249.23,250.57,2678,1397,251.658
20210315  18:30:00,250.54,252.0,245.0,245.68,1905,1065,247.92
20210315  18:45:00,245.7,248.44,244.01,244.96,1553,797,246.213
20210315  19:00:00,245.04,246.75,242.0,244.4,1394,835,244.221
20210315  19:15:00,244.88,245.45,241.26,243.2,1663,889,243.143
20210315  19:30:00,243.15,243.51,236.54,239.09,3053,1628,239.382
20210315  19:45:00,239.2,240.89,228.22,230.0,4857,2635,234.1
20210315  20:00:00,230.01,236.37,226.0,232.37,7306,3913,231.276
20210315  20:15:00,232.56,233.76,222.5,232.88,6800,3472,228.958
20210315  20:30:00,232.88,235.0,225.47,225.61,4113,2174,229.658
20210315  20:45:00,226.05,227.0,206.0,220.13,16478,8453,215.711
20210315  21:00:00,220.2,222.0,211.2,213.25,1821,575,217.233
20210315  21:15:00,214.21,215.2,210.01,215.0,615,305,212.776
20210315  21:30:00,215.25,220.14,213.75,217.85,527,243,216.953
20210315  21:45:00,217.69,218.4,215.13,217.1,249,126,216.776
20210315  22:00:00,218.2,226.0,217.22,222.04,567,304,222.724
20210315  22:15:00,222.0,225.0,221.1,222.66,377,179,223.741
20210315  22:30:00,222.66,223.9,222.5,222.51,264,60,222.916
20210315  22:45:00,223.0,224.25,222.75,223.5,149,57,223.416
20210315  23:00:00,223.83,223.91,222.8,223.25,70,31,223.19
20210315  23:15:00,223.37,224.18,223.37,223.52,30,23,223.606
20210315  23:30:00,223.52,223.53,220.1,220.12,86,35,222.06
20210315  23:45:00,220.6,221.0,220.0,220.0,55,29,220.469
