date,open,high,low,close,volume,barCount,average
20210610  10:00:00,278.0,283.0,275.0,279.95,28,22,279.8
20210610  10:15:00,278.5,278.5,278.4,278.4,2,2,278.433
20210610  10:30:00,278.4,278.4,278.4,278.4,3,2,278.4
20210610  10:45:00,278.42,278.42,278.4,278.4,3,2,278.406
20210610  11:00:00,278.58,281.0,278.4,281.0,11,5,279.859
20210610  11:15:00,280.1,282.05,280.1,282.05,4,4,281.113
20210610  11:30:00,281.55,281.55,281.5,281.5,11,5,281.541
20210610  11:45:00,281.98,282.19,281.67,281.67,12,6,281.753
20210610  12:00:00,283.0,283.0,283.0,283.0,1,1,283.0
20210610  12:15:00,285.0,286.6,285.0,286.5,59,28,285.816
20210610  12:30:00,286.43,288.34,282.69,282.69,116,54,286.512
20210610  12:45:00,283.34,285.0,282.8,282.8,44,20,284.26
20210610  13:00:00,284.0,286.99,283.01,284.3,107,55,284.945
20210610  13:15:00,285.0,285.9,282.09,282.1,30,19,283.814
20210610  13:30:00,281.55,283.5,281.0,283.5,39,24,282.434
20210610  13:45:00,284.99,286.0,283.0,283.0,24,19,285.171
20210610  14:00:00,283.8,286.0,279.0,281.0,158,70,282.004
20210610  14:15:00,280.5,281.0,277.0,279.0,139,67,278.895
20210610  14:30:00,280.0,281.0,276.29,277.57,110,57,278.429
20210610  14:45:00,278.13,280.0,277.55,279.99,79,41,279.5
20210610  15:00:00,279.05,288.88,278.02,285.5,386,192,285.901
20210610  15:15:00,286.0,286.0,280.04,282.91,203,122,284.133
20210610  15:30:00,282.0,288.0,273.7,279.12,8946,4751,280.982
20210610  15:45:00,279.19,281.5,268.0,271.66,6052,3396,272.781
20210610  16:00:00,271.43,275.5,270.5,271.35,2446,1273,272.969
20210610  16:15:00,271.74,274.5,269.1,270.58,3145,1582,271.903
20210610  16:30:00,270.55,273.33,266.35,266.68,3121,1636,269.534
20210610  16:45:00,266.59,268.62,260.0,268.44,4524,2405,263.455
20210610  17:00:00,268.25,268.5,259.0,262.39,2363,1275,263.345
20210610  17:15:00,262.84,265.61,258.21,262.94,2469,1264,262.142
20210610  17:30:00,262.5,264.39,254.49,256.94,4569,2034,258.246
20210610  17:45:00,256.76,257.43,248.9,252.23,6096,2591,253.188
20210610  18:00:00,252.19,252.19,241.6,244.02,7552,3494,245.459
20210610  18:15:00,244.44,246.25,239.0,241.65,6475,2900,242.903
20210610  18:30:00,241.88,245.77,240.97,241.96,4937,2209,243.496
20210610  18:45:00,241.74,241.74,231.2,238.4,7807,3773,236.032
20210610  19:00:00,238.37,248.75,233.93,244.99,5390,2786,242.116
20210610  19:15:00,244.99,245.44,238.55,239.89,3751,1632,242.343
20210610  19:30:00,239.88,243.32,237.11,239.37,2846,1301,240.26
20210610  19:45:00,239.03,240.29,235.7,236.19,3118,1321,238.466
20210610  20:00:00,235.75,236.75,233.7,235.32,2515,1125,235.41
20210610  20:15:00,235.16,235.32,224.52,226.78,6034,2726,229.294
20210610  20:30:00,226.79,229.35,220.2,226.39,7696,3365,224.768
20210610  20:45:00,226.34,229.78,221.3,224.2,7355,2720,224.87
20210610  21:00:00,224.21,226.0,214.41,216.03,7169,3021,220.73
20210610  21:15:00,215.64,216.69,211.0,212.94,10015,4273,213.678
20210610  21:30:00,213.15,221.63,212.76,215.97,9764,4520,217.809
20210610  21:45:00,215.76,221.99,212.0,220.67,9953,4675,217.868
20210610  22:00:00,220.39,226.0,219.5,225.52,1176,319,222.426
20210610  22:15:00,225.08,227.3,224.01,224.5,734,262,225.898
20210610  22:30:00,224.59,225.5,223.0,223.0,135,70,224.184
20210610  22:45:00,223.0,225.8,221.11,224.58,101,61,223.901
20210610  23:00:00,225.5,226.0,225.0,225.9,77,33,225.619
20210610  23:15:00,225.8,227.0,225.0,226.0,107,48,225.865
20210610  23:30:00,226.0,229.75,226.0,228.69,273,110,228.376
20210610  23:45:00,229.15,229.89,228.1,228.7,131,61,229.243
