date,open,high,low,close,volume,barCount,average
20210317  09:00:00,203.75,203.75,197.03,198.9,15,11,200.211
20210317  09:15:00,202.99,203.01,202.99,203.01,2,2,202.999
20210317  09:30:00,203.01,203.01,203.01,203.01,0,0,203.01
20210317  09:45:00,203.0,203.0,203.0,203.0,1,1,203.0
20210317  10:00:00,201.11,201.11,196.48,196.48,7,7,198.865
20210317  10:15:00,203.29,203.29,198.01,200.54,5,5,201.781
20210317  10:30:00,200.54,200.54,199.01,199.99,12,6,200.026
20210317  10:45:00,200.01,200.54,199.12,199.12,13,9,200.018
20210317  11:00:00,199.21,199.44,199.11,199.11,4,3,199.278
20210317  11:15:00,199.11,199.11,199.11,199.11,0,0,199.11
20210317  11:30:00,198.75,199.11,198.75,199.05,6,4,199.016
20210317  11:45:00,201.97,202.0,201.55,202.0,13,6,201.838
20210317  12:00:00,200.25,201.1,199.0,199.01,72,35,199.973
20210317  12:15:00,199.25,200.01,199.0,200.0,47,13,199.343
20210317  12:30:00,200.01,204.5,200.0,202.04,88,36,202.36
20210317  12:45:00,203.8,208.85,203.8,205.52,107,70,206.652
20210317  13:00:00,199.0,208.85,199.0,203.0,225,97,203.062
20210317  13:15:00,203.45,206.45,202.7,205.5,73,53,204.802
20210317  13:30:00,206.0,214.99,205.75,214.1,661,357,211.266
20210317  13:45:00,214.4,217.95,213.0,216.72,755,385,214.744
20210317  14:00:00,216.3,217.93,213.0,215.15,621,354,215.025
20210317  14:15:00,215.18,221.89,215.18,217.74,1005,490,218.551
20210317  14:30:00,217.84,227.33,213.53,224.3,14754,7974,222.418
20210317  14:45:00,224.5,231.47,222.01,222.65,11226,6179,226.774
20210317  15:00:00,223.0,223.88,214.36,223.0,9001,4896,219.421
20210317  15:15:00,223.01,224.89,217.02,217.49,4750,2767,221.291
20210317  15:30:00,217.39,219.76,210.52,211.62,4956,2629,216.341
20210317  15:45:00,211.28,219.49,211.15,218.21,4168,2340,215.424
20210317  16:00:00,218.02,218.69,214.0,216.4,2089,1049,216.546
20210317  16:15:00,216.5,218.3,213.2,217.9,3123,1574,216.301
20210317  16:30:00,217.56,221.66,216.2,219.9,4001,1864,219.128
20210317  16:45:00,219.96,220.51,217.22,218.66,1340,721,218.769
20210317  17:00:00,218.5,222.93,217.12,220.0,2794,1330,220.583
20210317  17:15:00,220.45,225.0,220.26,224.98,3071,1380,222.671
20210317  17:30:00,224.62,225.59,220.44,221.78,2630,1287,223.08
20210317  17:45:00,221.63,223.68,218.73,219.87,1952,895,221.379
20210317  18:00:00,219.2,221.3,217.0,219.0,1715,748,218.944
20210317  18:15:00,219.0,220.79,217.75,218.31,1246,586,219.307
20210317  18:30:00,218.25,219.77,216.51,218.86,1373,708,217.883
20210317  18:45:00,219.12,220.11,217.8,219.87,996,522,218.93
20210317  19:00:00,220.11,223.0,219.0,221.0,2020,1027,221.061
20210317  19:15:00,220.95,220.97,217.1,217.13,1673,825,218.527
20210317  19:30:00,217.13,217.13,212.51,215.0,3437,1533,214.948
20210317  19:45:00,215.2,217.7,213.7,215.84,1932,963,215.969
20210317  20:00:00,215.95,216.25,212.72,212.84,1339,712,214.123
20210317  20:15:00,212.71,215.1,207.35,210.33,3583,1812,211.395
20210317  20:30:00,209.89,211.65,205.56,206.35,4680,2277,208.342
20210317  20:45:00,206.2,210.0,204.0,209.8,6439,3227,206.675
20210317  21:00:00,209.81,209.81,207.0,207.86,2682,142,209.568
20210317  21:15:00,208.25,210.88,207.79,210.5,338,129,209.354
20210317  21:30:00,210.5,213.88,210.38,211.23,579,254,212.17
20210317  21:45:00,211.4,212.5,211.4,212.1,107,65,212.0
20210317  22:00:00,212.38,212.49,211.11,211.97,60,37,212.166
20210317  22:15:00,212.0,212.0,210.3,211.4,86,33,211.623
20210317  22:30:00,211.0,211.99,210.29,211.99,95,24,210.783
20210317  22:45:00,211.99,211.99,211.5,211.5,72,24,211.613
20210317  23:00:00,211.84,211.85,211.02,211.36,13,9,211.541
20210317  23:15:00,211.5,211.5,210.5,210.5,22,8,211.304
20210317  23:30:00,210.5,211.25,210.2,211.0,20,13,210.83
20210317  23:45:00,210.99,211.5,210.8,210.8,100,22,210.894
