date,open,high,low,close,volume,barCount,average
20210330  10:00:00,183.0,186.5,182.06,185.86,16,14,184.691
20210330  10:15:00,183.95,183.95,183.95,183.95,1,1,183.95
20210330  10:30:00,183.0,183.76,183.0,183.76,3,3,183.203
20210330  10:45:00,183.76,183.76,183.76,183.76,1,1,183.76
20210330  11:00:00,183.15,183.15,183.0,183.0,3,3,183.102
20210330  11:15:00,183.0,183.0,183.0,183.0,0,0,183.0
20210330  11:30:00,183.0,183.0,183.0,183.0,0,0,183.0
20210330  11:45:00,183.0,183.0,183.0,183.0,0,0,183.0
20210330  12:00:00,183.0,183.0,183.0,183.0,0,0,183.0
20210330  12:15:00,182.85,182.85,182.85,182.85,1,1,182.85
20210330  12:30:00,182.85,182.85,182.85,182.85,0,0,182.85
20210330  12:45:00,183.3,192.9,183.3,187.41,248,140,188.718
20210330  13:00:00,186.0,188.0,184.0,186.95,120,48,186.837
20210330  13:15:00,186.91,189.78,186.65,188.1,198,97,188.547
20210330  13:30:00,188.0,188.59,187.43,188.58,42,25,187.967
20210330  13:45:00,189.0,189.0,187.88,188.0,23,14,188.1
20210330  14:00:00,186.04,190.0,184.0,190.0,343,128,188.298
20210330  14:15:00,190.0,190.0,187.0,188.0,227,99,188.294
20210330  14:30:00,188.96,188.96,187.0,187.25,68,39,188.045
20210330  14:45:00,186.05,188.0,185.51,186.06,112,67,186.56
20210330  15:00:00,186.0,188.4,185.0,188.4,231,109,186.32
20210330  15:15:00,188.26,188.26,186.21,187.5,188,112,187.402
20210330  15:30:00,187.5,202.25,184.0,195.49,18058,8856,195.157
20210330  15:45:00,195.49,198.99,184.0,187.0,12996,6105,190.112
20210330  16:00:00,187.34,190.13,184.62,186.2,4943,2424,187.561
20210330  16:15:00,186.2,187.1,182.0,184.5,4139,2254,184.032
20210330  16:30:00,184.5,188.17,184.5,186.55,2334,1130,186.465
20210330  16:45:00,186.6,188.94,186.0,187.02,1966,992,187.675
20210330  17:00:00,186.97,187.13,184.85,186.22,1221,607,185.737
20210330  17:15:00,186.15,187.65,185.5,186.41,1007,518,186.54
20210330  17:30:00,186.42,190.45,185.88,189.15,2671,1284,189.068
20210330  17:45:00,189.1,192.68,188.31,189.07,3195,1520,190.542
20210330  18:00:00,189.35,189.35,187.5,188.87,1370,649,188.536
20210330  18:15:00,188.65,189.46,186.8,188.22,1045,542,188.034
20210330  18:30:00,188.33,191.71,188.3,189.77,1744,873,190.237
20210330  18:45:00,189.4,190.88,188.37,189.85,1618,673,189.811
20210330  19:00:00,190.0,196.46,189.77,194.88,4298,1936,193.346
20210330  19:15:00,194.66,195.49,192.61,194.79,2935,1413,194.169
20210330  19:30:00,194.89,195.1,191.0,191.81,1969,876,192.854
20210330  19:45:00,191.87,193.87,191.15,192.75,1275,603,192.438
20210330  20:00:00,192.75,198.96,192.35,196.14,5043,2265,196.326
20210330  20:15:00,195.97,200.19,194.89,199.94,4538,1959,197.675
20210330  20:30:00,199.78,201.88,197.0,200.83,5568,2602,199.507
20210330  20:45:00,200.88,204.3,197.4,198.55,8657,3969,201.46
20210330  21:00:00,198.7,200.0,194.92,195.82,4544,1967,197.651
20210330  21:15:00,196.15,196.69,193.3,194.37,4166,2046,194.681
20210330  21:30:00,194.38,197.79,194.37,196.85,3121,1626,196.406
20210330  21:45:00,196.61,197.5,192.0,194.0,4721,2141,194.565
20210330  22:00:00,193.59,194.46,191.0,193.9,1022,154,193.777
20210330  22:15:00,194.04,194.04,191.56,192.2,100,54,192.846
20210330  22:30:00,192.7,193.0,192.2,192.65,44,21,192.745
20210330  22:45:00,193.41,194.78,193.41,194.23,138,43,194.058
20210330  23:00:00,194.29,196.0,194.29,195.7,117,58,195.289
20210330  23:15:00,195.99,196.0,195.0,195.55,42,22,195.721
20210330  23:30:00,195.82,197.79,195.15,197.2,139,66,196.818
20210330  23:45:00,196.05,196.98,196.05,196.9,67,29,196.621
