date,open,high,low,close,volume,barCount,average
20210622  10:15:00,201.02,201.02,201.0,201.0,4,3,201.015
20210622  10:30:00,202.0,202.0,201.97,201.97,2,2,201.985
20210622  10:45:00,201.97,201.97,201.97,201.97,0,0,201.97
20210622  11:00:00,201.97,201.97,201.97,201.97,0,0,201.97
20210622  11:15:00,201.97,201.97,201.97,201.97,0,0,201.97
20210622  11:30:00,201.97,201.97,201.97,201.97,0,0,201.97
20210622  11:45:00,201.97,201.97,201.97,201.97,0,0,201.97
20210622  12:00:00,201.97,201.97,201.97,201.97,0,0,201.97
20210622  12:15:00,201.93,201.93,201.93,201.93,1,1,201.93
20210622  12:30:00,201.52,201.52,201.0,201.0,12,8,201.4
20210622  12:45:00,200.79,223.21,200.79,214.67,362,207,215.923
20210622  13:00:00,215.0,215.5,211.5,213.7,322,146,213.443
20210622  13:15:00,213.95,219.47,213.79,217.88,367,175,216.227
20210622  13:30:00,217.98,221.49,217.5,218.9,547,218,219.783
20210622  13:45:00,218.62,219.0,217.0,219.0,254,88,217.674
20210622  14:00:00,212.65,221.51,211.51,216.39,512,225,217.009
20210622  14:15:00,216.11,219.36,216.0,218.66,265,109,217.621
20210622  14:30:00,218.37,218.37,216.0,216.1,193,94,216.614
20210622  14:45:00,216.1,216.25,214.0,214.66,341,162,215.08
20210622  15:00:00,214.67,216.2,214.0,215.78,194,95,215.192
20210622  15:15:00,216.0,217.76,213.7,217.76,206,132,215.532
20210622  15:30:00,217.73,217.79,210.34,213.75,6487,2897,214.275
20210622  15:45:00,214.09,214.65,209.17,213.73,2525,1374,211.593
20210622  16:00:00,213.75,220.19,212.86,219.65,4925,2430,217.693
20210622  16:15:00,219.49,225.88,219.47,221.14,5056,2189,222.873
20210622  16:30:00,221.07,221.07,214.15,215.11,3628,1714,217.545
20210622  16:45:00,214.89,215.45,211.54,212.76,2725,1320,213.489
20210622  17:00:00,212.92,214.5,211.2,211.48,1686,879,212.927
20210622  17:15:00,211.67,212.0,210.1,210.63,2032,1024,210.916
20210622  17:30:00,210.67,214.16,210.58,213.13,1215,666,212.743
20210622  17:45:00,213.02,213.03,210.45,211.59,1582,835,211.537
20210622  18:00:00,211.68,212.7,210.1,210.49,1070,615,211.162
20210622  18:15:00,210.45,211.86,209.55,209.63,1708,811,210.627
20210622  18:30:00,209.55,210.51,209.3,209.8,1033,610,209.89
20210622  18:45:00,209.88,210.67,209.52,209.76,658,411,210.135
20210622  19:00:00,209.88,210.97,209.51,210.0,1348,763,210.202
20210622  19:15:00,210.01,212.72,209.85,210.68,1392,745,211.386
20210622  19:30:00,210.61,211.71,209.65,210.54,714,366,210.844
20210622  19:45:00,210.77,211.27,209.88,211.02,512,314,210.449
20210622  20:00:00,211.03,211.7,210.07,211.54,557,352,211.018
20210622  20:15:00,211.57,213.78,211.33,212.69,1459,768,212.889
20210622  20:30:00,212.46,213.77,211.55,213.01,746,431,212.81
20210622  20:45:00,213.15,214.89,212.44,214.27,952,438,213.753
20210622  21:00:00,214.45,215.3,212.7,213.0,880,417,214.125
20210622  21:15:00,212.94,214.5,212.59,214.15,539,292,213.435
20210622  21:30:00,214.19,216.13,213.33,215.46,1484,617,214.955
20210622  21:45:00,215.46,221.23,215.39,220.53,4517,2051,219.062
20210622  22:00:00,218.71,220.4,218.17,218.24,1380,31,220.29
20210622  22:15:00,218.9,219.4,218.9,219.05,37,18,219.158
20210622  22:30:00,219.05,219.05,218.09,218.2,18,11,218.459
20210622  22:45:00,218.09,218.8,218.04,218.04,47,16,218.131
20210622  23:00:00,218.12,218.12,217.95,218.05,30,12,218.019
20210622  23:15:00,218.54,218.88,218.54,218.88,5,3,218.782
20210622  23:30:00,218.76,218.76,218.01,218.76,8,4,218.391
20210622  23:45:00,218.75,218.76,218.5,218.5,13,5,218.728
