date,open,high,low,close,volume,barCount,average
20210629  10:00:00,214.02,214.02,214.02,214.02,3,1,214.02
20210629  10:15:00,215.49,215.5,215.49,215.5,2,2,215.495
20210629  10:30:00,215.5,215.5,215.5,215.5,0,0,215.5
20210629  10:45:00,215.5,215.5,215.5,215.5,0,0,215.5
20210629  11:00:00,216.47,216.47,216.47,216.47,1,1,216.47
20210629  11:15:00,216.47,216.47,216.47,216.47,0,0,216.47
20210629  11:30:00,216.47,216.47,216.47,216.47,0,0,216.47
20210629  11:45:00,216.47,216.47,216.47,216.47,0,0,216.47
20210629  12:00:00,216.51,216.51,216.51,216.51,1,1,216.51
20210629  12:15:00,216.51,216.51,216.51,216.51,0,0,216.51
20210629  12:30:00,216.51,216.51,216.51,216.51,0,0,216.51
20210629  12:45:00,216.29,216.29,216.29,216.29,2,1,216.29
20210629  13:00:00,215.85,216.94,215.85,216.94,20,13,216.405
20210629  13:15:00,215.88,216.0,215.5,216.0,8,5,215.762
20210629  13:30:00,215.59,215.59,215.0,215.0,7,4,215.314
20210629  13:45:00,215.6,215.98,215.6,215.8,13,8,215.702
20210629  14:00:00,215.89,216.86,215.3,216.0,28,14,215.89
20210629  14:15:00,216.0,216.48,215.75,215.75,15,9,215.966
20210629  14:30:00,215.76,215.9,215.75,215.75,6,4,215.805
20210629  14:45:00,215.98,216.5,215.51,215.51,7,5,215.935
20210629  15:00:00,215.51,215.91,215.0,215.0,53,19,215.473
20210629  15:15:00,215.0,215.4,214.0,214.0,54,31,214.751
20210629  15:30:00,213.59,215.22,208.5,211.06,2411,1148,211.778
20210629  15:45:00,211.24,211.99,208.01,208.9,1394,754,210.017
20210629  16:00:00,209.15,211.48,208.5,209.33,899,597,209.869
20210629  16:15:00,209.39,211.16,208.95,210.88,456,269,210.037
20210629  16:30:00,210.88,212.66,210.88,211.88,599,295,211.686
20210629  16:45:00,211.89,212.0,209.65,209.91,499,246,210.983
20210629  17:00:00,209.67,211.76,209.38,211.58,502,272,210.345
20210629  17:15:00,211.77,212.06,211.02,211.34,486,240,211.655
20210629  17:30:00,211.21,211.55,208.88,209.68,614,362,209.965
20210629  17:45:00,209.8,210.49,208.82,210.1,427,224,209.667
20210629  18:00:00,210.25,210.64,209.11,210.14,302,196,210.062
20210629  18:15:00,210.15,210.35,209.3,209.3,498,211,209.744
20210629  18:30:00,209.47,210.5,209.42,210.5,212,124,210.134
20210629  18:45:00,210.62,210.98,210.03,210.4,254,146,210.486
20210629  19:00:00,210.12,210.66,209.89,210.29,414,196,210.222
20210629  19:15:00,210.3,210.44,209.13,209.55,722,260,209.813
20210629  19:30:00,209.44,209.76,209.31,209.6,214,123,209.537
20210629  19:45:00,209.6,210.5,209.33,210.03,355,175,209.91
20210629  20:00:00,210.19,210.96,209.74,210.72,228,124,210.424
20210629  20:15:00,210.71,212.43,210.45,210.99,742,350,211.62
20210629  20:30:00,211.1,211.64,209.5,209.56,420,196,210.102
20210629  20:45:00,209.65,209.87,208.8,209.46,486,185,209.299
20210629  21:00:00,209.65,210.44,209.28,210.44,215,111,209.7
20210629  21:15:00,210.1,211.2,210.1,211.06,367,170,210.837
20210629  21:30:00,210.82,211.59,210.74,211.09,199,119,211.162
20210629  21:45:00,211.21,211.5,210.2,210.88,918,450,210.766
20210629  22:00:00,210.88,210.88,210.46,210.46,242,7,210.877
20210629  22:15:00,210.1,210.1,210.1,210.1,4,1,210.1
20210629  22:30:00,210.42,211.07,210.42,211.07,15,10,210.495
20210629  22:45:00,211.3,211.43,211.3,211.3,13,9,211.337
20210629  23:00:00,211.46,211.46,211.3,211.3,6,2,211.428
20210629  23:15:00,211.3,211.3,210.25,210.25,14,4,211.203
20210629  23:30:00,211.0,211.0,210.99,211.0,2,1,211.0
20210629  23:45:00,211.0,211.0,211.0,211.0,0,0,211.0
