date,open,high,low,close,volume,barCount,average
20210322  09:00:00,200.0,200.0,190.01,197.95,64,34,193.454
20210322  09:15:00,199.02,199.2,198.76,199.2,7,7,199.005
20210322  09:30:00,199.39,199.39,198.12,198.12,3,3,198.603
20210322  09:45:00,198.4,198.4,198.4,198.4,1,1,198.4
20210322  10:00:00,198.86,198.86,198.86,198.86,1,1,198.86
20210322  10:15:00,199.4,199.4,198.86,198.86,5,4,199.149
20210322  10:30:00,198.8,198.8,198.8,198.8,2,1,198.8
20210322  10:45:00,198.5,198.5,198.5,198.5,1,1,198.5
20210322  11:00:00,198.48,198.57,198.48,198.5,3,3,198.517
20210322  11:15:00,198.4,198.4,196.79,196.93,6,4,197.163
20210322  11:30:00,196.62,196.62,195.1,195.1,6,6,195.702
20210322  11:45:00,196.42,196.42,196.42,196.42,1,1,196.42
20210322  12:00:00,198.52,198.9,196.02,196.02,43,19,196.66
20210322  12:15:00,196.98,197.45,196.0,196.01,84,32,196.821
20210322  12:30:00,196.11,198.1,196.01,198.1,21,9,197.293
20210322  12:45:00,198.0,198.25,197.5,198.25,42,14,198.027
20210322  13:00:00,199.0,199.0,196.01,199.0,99,49,197.884
20210322  13:15:00,199.89,199.89,198.7,198.7,41,20,199.267
20210322  13:30:00,198.8,199.79,198.7,199.0,14,11,199.195
20210322  13:45:00,199.49,199.6,199.0,199.5,56,31,199.278
20210322  14:00:00,199.49,202.98,199.0,200.5,271,111,200.843
20210322  14:15:00,201.4,205.3,201.39,205.0,541,259,203.852
20210322  14:30:00,205.26,210.36,198.31,202.1,7264,4163,202.929
20210322  14:45:00,202.27,202.75,194.67,195.48,4757,2624,198.117
20210322  15:00:00,195.6,195.91,189.0,191.54,5617,3169,193.379
20210322  15:15:00,191.69,197.95,191.53,196.51,2830,1719,195.223
20210322  15:30:00,196.78,197.62,193.34,196.84,2009,1104,195.743
20210322  15:45:00,196.77,197.32,194.02,195.55,1510,882,195.647
20210322  16:00:00,195.37,195.49,191.87,192.11,1603,920,193.759
20210322  16:15:00,192.42,196.4,192.27,195.31,1448,734,194.221
20210322  16:30:00,195.5,195.56,193.6,195.19,606,380,194.593
20210322  16:45:00,195.21,195.49,193.57,195.0,831,473,194.619
20210322  17:00:00,194.76,196.25,193.81,194.54,832,485,194.872
20210322  17:15:00,194.86,195.09,190.8,191.45,1927,987,192.151
20210322  17:30:00,191.74,192.7,186.64,186.67,2752,1283,188.952
20210322  17:45:00,186.92,192.5,186.19,189.05,2472,1136,189.65
20210322  18:00:00,189.05,192.0,188.8,188.98,913,481,190.233
20210322  18:15:00,189.15,189.59,187.6,188.13,931,481,188.634
20210322  18:30:00,187.98,193.8,187.86,193.79,1519,719,190.738
20210322  18:45:00,193.5,195.98,191.15,191.52,1383,741,193.102
20210322  19:00:00,191.15,196.69,191.15,195.99,2636,1155,194.755
20210322  19:15:00,195.68,197.16,193.21,193.7,2797,1147,194.973
20210322  19:30:00,194.0,195.07,192.82,194.23,684,334,193.875
20210322  19:45:00,194.26,196.28,193.5,195.14,1414,622,195.238
20210322  20:00:00,195.36,195.9,194.2,194.75,1040,538,195.028
20210322  20:15:00,194.6,194.92,190.9,192.65,1365,679,192.575
20210322  20:30:00,192.5,193.93,191.48,192.41,1150,633,192.674
20210322  20:45:00,192.5,194.52,191.36,194.52,2414,1386,192.63
20210322  21:00:00,194.49,194.5,192.2,194.25,2534,67,194.413
20210322  21:15:00,194.0,194.5,193.8,194.5,81,31,194.066
20210322  21:30:00,194.5,194.5,192.73,193.33,137,46,193.435
20210322  21:45:00,192.89,193.88,192.72,192.99,54,28,193.044
20210322  22:00:00,193.0,194.0,192.73,192.83,50,22,193.131
20210322  22:15:00,193.0,194.1,193.0,194.1,35,27,193.616
20210322  22:30:00,193.75,194.1,193.6,193.6,42,13,193.986
20210322  22:45:00,193.9,194.0,193.5,193.51,46,25,193.775
20210322  23:00:00,193.51,193.52,193.5,193.5,3,2,193.503
20210322  23:15:00,193.59,193.59,193.51,193.59,9,4,193.581
20210322  23:30:00,193.29,193.88,193.29,193.88,12,3,193.514
20210322  23:45:00,193.88,193.88,193.5,193.88,12,10,193.745
