date,open,high,low,close,volume,barCount,average
20210630  10:30:00,210.62,210.62,210.62,210.62,1,1,210.62
20210630  10:45:00,210.62,210.62,210.62,210.62,0,0,210.62
20210630  11:00:00,210.62,210.62,210.62,210.62,0,0,210.62
20210630  11:15:00,211.03,211.03,211.0,211.0,8,5,211.004
20210630  11:30:00,210.87,210.88,210.87,210.88,2,2,210.877
20210630  11:45:00,210.88,210.88,210.88,210.88,0,0,210.88
20210630  12:00:00,210.88,210.88,210.88,210.88,0,0,210.88
20210630  12:15:00,210.88,210.88,210.88,210.88,0,0,210.88
20210630  12:30:00,210.88,210.88,210.88,210.88,0,0,210.88
20210630  12:45:00,210.88,210.88,210.88,210.88,0,0,210.88
20210630  13:00:00,210.88,210.88,210.88,210.88,0,0,210.88
20210630  13:15:00,210.5,210.5,210.5,210.5,1,1,210.5
20210630  13:30:00,210.5,210.5,210.5,210.5,0,0,210.5
20210630  13:45:00,210.39,210.8,210.39,210.8,6,3,210.646
20210630  14:00:00,211.29,211.29,210.02,210.3,9,8,210.48
20210630  14:15:00,211.0,211.4,211.0,211.4,4,3,211.306
20210630  14:30:00,211.4,211.4,211.4,211.4,0,0,211.4
20210630  14:45:00,210.4,210.89,210.0,210.11,13,7,210.223
20210630  15:00:00,210.1,210.54,210.0,210.08,34,13,210.204
20210630  15:15:00,210.0,210.54,209.5,209.5,62,28,209.768
20210630  15:30:00,209.69,210.5,206.93,208.88,1355,640,208.64
20210630  15:45:00,208.51,210.5,208.0,210.16,669,373,209.636
20210630  16:00:00,210.16,211.09,208.6,209.22,564,332,209.949
20210630  16:15:00,209.45,210.91,209.04,210.02,442,246,210.158
20210630  16:30:00,210.14,210.36,209.01,210.09,394,236,209.769
20210630  16:45:00,210.0,210.23,209.2,209.45,492,175,209.79
20210630  17:00:00,209.47,214.0,209.45,211.21,1877,756,212.195
20210630  17:15:00,211.96,211.96,209.61,209.98,1280,483,210.866
20210630  17:30:00,210.01,210.17,209.2,209.5,328,175,209.722
20210630  17:45:00,209.5,209.6,207.88,209.22,571,345,208.727
20210630  18:00:00,209.34,210.2,209.29,209.82,366,218,209.885
20210630  18:15:00,209.94,210.26,209.39,209.79,149,119,209.86
20210630  18:30:00,209.85,210.32,209.4,210.0,236,150,209.883
20210630  18:45:00,209.8,210.35,209.7,210.1,215,123,209.986
20210630  19:00:00,210.2,210.5,209.77,209.96,265,174,210.085
20210630  19:15:00,210.02,210.2,209.66,210.0,240,172,209.97
20210630  19:30:00,210.04,211.18,209.56,211.09,514,253,210.14
20210630  19:45:00,211.18,212.98,209.96,210.01,734,466,211.493
20210630  20:00:00,210.11,210.41,209.61,210.08,291,227,209.999
20210630  20:15:00,210.12,210.26,209.7,210.05,270,203,210.043
20210630  20:30:00,210.06,210.43,209.86,209.86,341,186,210.117
20210630  20:45:00,210.0,210.39,209.81,210.31,502,158,210.112
20210630  21:00:00,210.48,211.88,210.4,211.75,428,257,211.182
20210630  21:15:00,211.73,215.28,211.73,214.83,1612,803,214.025
20210630  21:30:00,214.78,214.95,212.61,213.7,461,278,213.652
20210630  21:45:00,213.76,214.68,213.0,214.0,1199,675,213.882
20210630  22:00:00,213.65,215.05,212.98,215.0,624,45,214.187
20210630  22:15:00,215.0,215.18,213.0,214.12,43,29,214.769
20210630  22:30:00,214.2,214.88,214.2,214.31,8,5,214.32
20210630  22:45:00,214.84,214.99,214.84,214.88,5,4,214.902
20210630  23:00:00,214.4,214.4,214.4,214.4,2,1,214.4
20210630  23:15:00,214.4,214.4,214.4,214.4,0,0,214.4
20210630  23:30:00,214.31,214.47,214.31,214.47,3,2,214.412
20210630  23:45:00,214.47,214.47,214.31,214.31,5,3,214.427
