date,open,high,low,close,volume,barCount,average
20210416  10:00:00,158.58,159.88,157.8,159.88,6,5,158.97
20210416  10:15:00,160.47,160.47,160.4,160.4,2,2,160.435
20210416  10:30:00,159.33,160.0,159.33,160.0,4,3,159.783
20210416  10:45:00,160.0,160.0,160.0,160.0,1,1,160.0
20210416  11:00:00,160.0,160.0,160.0,160.0,0,0,160.0
20210416  11:15:00,159.0,159.0,159.0,159.0,2,1,159.0
20210416  11:30:00,159.0,159.0,159.0,159.0,0,0,159.0
20210416  11:45:00,159.0,159.0,159.0,159.0,0,0,159.0
20210416  12:00:00,159.0,159.0,159.0,159.0,0,0,159.0
20210416  12:15:00,158.88,158.88,158.88,158.88,1,1,158.88
20210416  12:30:00,158.88,158.88,158.88,158.88,0,0,158.88
20210416  12:45:00,159.0,159.0,159.0,159.0,1,1,159.0
20210416  13:00:00,159.07,159.07,157.69,157.75,21,14,158.183
20210416  13:15:00,158.1,158.1,158.1,158.1,1,1,158.1
20210416  13:30:00,158.0,158.0,157.73,157.74,11,9,157.794
20210416  13:45:00,157.75,157.75,157.75,157.75,1,1,157.75
20210416  14:00:00,158.86,158.9,157.71,158.07,95,33,158.247
20210416  14:15:00,158.07,158.1,157.0,157.11,50,21,157.498
20210416  14:30:00,157.0,157.5,156.44,157.0,32,16,157.051
20210416  14:45:00,156.7,156.7,155.24,156.0,104,43,155.97
20210416  15:00:00,156.0,157.0,155.5,155.6,62,36,156.514
20210416  15:15:00,156.0,156.6,155.55,156.6,143,50,156.163
20210416  15:30:00,156.0,158.43,152.19,154.3,3523,1569,155.167
20210416  15:45:00,154.39,155.0,152.15,153.99,1579,933,153.715
20210416  16:00:00,153.95,154.94,151.25,154.13,1810,978,153.029
20210416  16:15:00,153.79,157.56,152.9,157.56,1714,968,154.964
20210416  16:30:00,157.49,158.61,155.39,157.12,1583,760,157.045
20210416  16:45:00,157.25,160.2,157.04,157.04,2230,1163,158.629
20210416  17:00:00,157.3,159.2,155.3,156.0,1265,695,157.378
20210416  17:15:00,155.98,156.77,155.0,155.25,993,525,155.758
20210416  17:30:00,155.47,156.92,155.47,155.9,588,312,156.171
20210416  17:45:00,155.9,156.15,155.0,155.04,500,266,155.436
20210416  18:00:00,155.32,155.38,153.03,153.27,1123,519,154.091
20210416  18:15:00,153.54,154.53,153.26,153.76,608,338,153.874
20210416  18:30:00,153.89,154.85,152.61,154.85,884,474,153.557
20210416  18:45:00,154.75,155.04,154.08,154.65,547,266,154.678
20210416  19:00:00,154.9,155.75,153.45,154.66,1478,495,154.777
20210416  19:15:00,154.84,155.47,154.52,154.72,398,200,154.99
20210416  19:30:00,154.85,155.0,153.6,154.31,365,182,154.198
20210416  19:45:00,154.29,154.41,152.82,153.03,503,266,153.574
20210416  20:00:00,153.0,154.49,152.95,153.6,519,270,153.918
20210416  20:15:00,153.67,154.15,153.0,153.2,479,266,153.544
20210416  20:30:00,153.11,153.42,151.82,153.22,851,376,152.685
20210416  20:45:00,153.34,153.49,152.2,152.5,540,345,152.894
20210416  21:00:00,152.62,153.49,152.2,153.28,694,459,152.76
20210416  21:15:00,153.43,155.75,152.92,154.79,2279,891,154.423
20210416  21:30:00,154.63,155.99,154.33,154.75,1695,863,155.125
20210416  21:45:00,154.56,155.04,153.7,154.68,2095,1336,154.466
20210416  22:00:00,154.69,154.69,153.5,153.5,325,46,154.5
20210416  22:15:00,153.6,155.5,153.01,155.0,134,58,154.361
20210416  22:30:00,155.2,156.5,155.2,155.55,120,64,155.971
20210416  22:45:00,155.6,156.3,155.54,156.0,53,25,155.968
20210416  23:00:00,156.0,156.6,155.77,156.56,110,36,156.326
20210416  23:15:00,156.68,157.17,154.69,157.0,167,89,156.618
20210416  23:30:00,156.8,159.0,156.8,159.0,199,61,157.636
20210416  23:45:00,158.9,159.0,158.44,159.0,116,50,158.859
